LAT;-17,248257;;;;;;;;;;;;;
LONG;-50,130914;;;;;;;;;;;;;
;Temperatura do Ar [°C];Ponto de orvalho [°C];Radiação Solar [W/m2];DPV [kPa];Umidade Relativa do Ar [%];Precipitação [mm];Molhamento Foliar [min];Velocidade do Vento [m/s];Velocidade Máxima do Vento [m/s];Direção do Vento [deg];Painel Solar [mV];Bateria [mV];DeltaT [°C];
Data/Horário;avg;avg;avg;avg;avg;sum;time;avg;max;avg;last;last;avg;Daily ET0 [mm]
2019-04-15 11:00:00;27,11;22,7;665;0,81;77,4;0;0;0,4;2,1;249;9475;6741;3;
2019-04-15 10:00:00;24,51;22,9;377;0,26;91,52;0;0;0,2;1,2;245;9662;6747;1;
2019-04-15 09:00:00;22,73;22,5;206;0,02;99,23;0;30;0,2;1,7;160;7851;6722;0;
2019-04-15 08:00:00;22,07;21,8;29;0,01;99,24;0;60;0,4;1,4;195;6772;6573;0;
2019-04-15 07:00:00;22,01;21,8;0;0,01;99,24;0,2;60;0,2;1,3;202;2933;6431;0;
2019-04-15 06:00:00;21,95;21,7;0;0,02;99,23;0;60;0,5;1,4;177;0;6431;0;
2019-04-15 05:00:00;21,89;21,7;0;0,02;99,22;0;60;0,5;1,4;129;0;6437;0;
2019-04-15 04:00:00;21,79;21,6;0;0,02;99,22;0;60;0,5;1,5;42;0;6448;0;
2019-04-15 03:00:00;21,73;21,5;0;0,02;99,21;0;60;0,2;1,7;257;0;6454;0;
2019-04-15 02:00:00;22,12;21,9;0;0,02;99,21;0;60;0;0,9;343;0;6459;0;
2019-04-15 01:00:00;22,18;22;0;0,02;99,2;0;60;0,4;1,8;12;0;6468;0;
2019-04-15 00:00:00;22,33;22,1;0;0,02;99,07;0;60;0;0,8;249;0;6468;0;2,3
2019-04-14 23:00:00;22,26;22;0;0,02;98,97;0;60;0,1;1,1;93;0;6471;0;
2019-04-14 22:00:00;22,27;21,8;0;0,05;97,74;0;60;0,3;1,2;184;0;6471;0;
2019-04-14 21:00:00;22,19;21,8;0;0,04;98,02;0,4;60;0,2;1,6;282;0;6482;0;
2019-04-14 20:00:00;22,35;21,7;0;0,08;96,68;0,4;25;0,5;1,5;241;0;6482;0;
2019-04-14 19:00:00;22,81;21,5;0;0,19;92,98;0,2;0;0,3;1,5;199;0;6485;1;
2019-04-14 18:00:00;23,2;21,4;4;0,28;89,99;0;0;0,7;2,3;143;656;6505;1;
2019-04-14 17:00:00;24,14;21,8;41;0,37;87,31;0;0;1,5;3,9;178;5603;6719;2;
2019-04-14 16:00:00;25,39;22,2;75;0,54;83,14;0;0;1,4;5,3;277;7558;6739;2;
2019-04-14 15:00:00;25,57;22,6;208;0,52;83,97;0;0;1,5;4,4;272;8986;6747;2;
2019-04-14 14:00:00;27,01;22,4;291;0,85;76,64;0;0;1,5;4,6;263;9188;6753;3;
2019-04-14 13:00:00;28,73;21,9;547;1,3;66,93;0;0;1,1;3,7;0;9715;6750;5;
2019-04-14 12:00:00;28,2;22,3;425;1,12;70,57;0;0;0,3;2,4;5;9341;6741;4;
2019-04-14 11:00:00;27,1;22,9;581;0,77;78,44;0;0;0,8;2,8;8;9217;6736;3;
2019-04-14 10:00:00;25,12;22,9;372;0,37;88,18;0;0;1,6;3,1;30;9773;6744;2;
2019-04-14 09:00:00;23,62;22,7;189;0,13;95,21;0;0;1,4;2,9;23;8229;6739;1;
2019-04-14 08:00:00;22,51;22,3;70;0,02;99,19;0;0;0,8;2,7;42;6825;6633;0;
2019-04-14 07:00:00;21,98;21,8;0;0,02;99,21;0;0;0,3;2,1;87;2578;6425;0;
2019-04-14 06:00:00;21,98;21,8;0;0,02;99,2;0;0;0,2;1,8;200;0;6428;0;
2019-04-14 05:00:00;22,06;21,6;0;0,05;97,82;0;0;0,7;1,9;74;0;6434;0;
2019-04-14 04:00:00;22,21;21,7;0;0,06;97,28;0;0;0,3;1,5;23;0;6437;0;
2019-04-14 03:00:00;22,27;21,7;0;0,07;96,89;0;0;0,6;1,5;44;0;6448;0;
2019-04-14 02:00:00;22,14;21,7;0;0,05;97,84;0;0;0,4;1,9;9;0;6454;0;
2019-04-14 01:00:00;22,36;21,5;0;0,12;95,13;0;0;0,5;1,7;70;0;6454;1;
2019-04-14 00:00:00;22,7;21,4;0;0,19;92,83;0;0;0,2;1,3;73;0;6459;1;3,3
2019-04-13 23:00:00;22,97;21,6;0;0,2;92,63;0;0;0,8;2;61;0;6471;1;
2019-04-13 22:00:00;23,39;21,9;0;0,21;92,19;0;0;0,8;2,4;59;0;6471;1;
2019-04-13 21:00:00;24,47;22,2;0;0,37;87,69;0;0;1,7;5,3;53;0;6482;2;
2019-04-13 20:00:00;25,87;23,3;0;0,45;86,22;0;0;0,1;1,4;131;0;6479;2;
2019-04-13 19:00:00;26,21;22,5;0;0,66;80,41;0;0;0;1;158;0;6479;3;
2019-04-13 18:00:00;27,47;22,3;36;0,94;74,12;0;0;0,2;1,6;8;2070;6690;4;
2019-04-13 17:00:00;26,73;21,7;109;0,88;74,74;0,2;0;1,7;4,7;27;8047;6739;3;
2019-04-13 16:00:00;30,46;21,9;344;1,7;60,74;0;0;0,7;2,1;294;8426;6741;6;
2019-04-13 15:00:00;30,05;21,4;303;1,68;60,22;0;0;0,6;2;323;9519;6747;6;
2019-04-13 14:00:00;30,57;21,5;470;1,81;58,66;0;0;0,7;2,5;17;9212;6747;6;
2019-04-13 13:00:00;29,96;21,9;814;1,58;62,57;0;0;1;2,8;346;8474;6756;6;
2019-04-13 12:00:00;28,1;22,4;847;1,08;71,64;0;0;0,8;2,7;23;9658;6753;4;
2019-04-13 11:00:00;26;22,1;741;0,68;79,72;0;0;0,7;2,5;18;9672;6756;3;
2019-04-13 10:00:00;23,13;22,5;502;0,09;96,96;0;0;0,2;1,7;223;9595;6744;0;
2019-04-13 09:00:00;21,56;21,3;205;0,01;99,23;0;0;0,4;1,6;251;9193;6741;0;
2019-04-13 08:00:00;20,88;20,7;57;0,01;99,23;0;0;0,8;2,1;113;6834;6656;0;
2019-04-13 07:00:00;20,46;20,2;0;0,01;99,22;0;0;0,5;1,9;89;4730;6448;0;
2019-04-13 06:00:00;20,54;20,3;0;0,01;99,21;0;0;0;0,8;232;0;6434;0;
2019-04-13 05:00:00;20,79;20,6;0;0,01;99,21;0;0;0,2;1,8;218;0;6425;0;
2019-04-13 04:00:00;20,94;20,7;0;0,01;99,2;0;0;0,1;1,6;243;0;6440;0;
2019-04-13 03:00:00;21,31;21,1;0;0,02;99,12;0,2;0;0,3;1,5;19;0;6442;0;
2019-04-13 02:00:00;21,27;21;0;0,02;98,96;0;0;0;0,9;115;0;6451;0;
2019-04-13 01:00:00;21,47;21;0;0,05;97,58;0;0;0,2;1,5;195;0;6457;0;
2019-04-13 00:00:00;21,6;20,9;0;0,09;96,16;0;0;0,4;1,7;3;0;6471;0;3,7
2019-04-12 23:00:00;21,34;20,4;0;0,12;94,86;1,2;0;1,7;6,3;109;0;6474;1;
2019-04-12 22:00:00;22,81;21,3;0;0,22;92,01;6,4;10;4,3;10,5;76;0;6471;1;
2019-04-12 21:00:00;24,7;21,1;0;0,58;80,97;0;0;1,2;5,5;12;0;6477;2;
2019-04-12 20:00:00;24,43;20,7;0;0,59;80,34;0;0;0,6;2,1;299;0;6477;3;
2019-04-12 19:00:00;25,63;20,3;0;0,89;72,68;0;0;1,4;4,7;309;0;6479;4;
2019-04-12 18:00:00;28,19;21,8;17;1,18;68,92;0;0;0,9;4;250;1097;6502;4;
2019-04-12 17:00:00;30,41;21,2;169;1,81;58,49;0;0;1;3,2;214;6844;6716;6;
2019-04-12 16:00:00;30,97;19,9;342;2,13;52,24;0;0;0,4;1,9;135;9418;6744;7;
2019-04-12 15:00:00;31,04;20,4;589;2,09;53,59;0;0;0,9;4,8;110;9571;6750;7;
2019-04-12 14:00:00;30,6;21,2;669;1,85;57,8;0;0;0,7;2,1;167;9557;6759;6;
2019-04-12 13:00:00;29,52;21,4;721;1,56;62,18;0;0;0,7;2,6;116;8910;6750;6;
2019-04-12 12:00:00;28,29;21,3;502;1,29;66,29;0;0;0,9;2,6;176;9145;6753;5;
2019-04-12 11:00:00;27,48;21,9;807;1,01;72,27;0;0;0,7;3;144;9547;6753;4;
2019-04-12 10:00:00;25,27;21,9;569;0,56;82,27;0;0;0,4;1,5;142;9667;6744;2;
2019-04-12 09:00:00;22,98;21,7;340;0,19;92,9;0;0;0,2;1,7;165;9403;6741;1;
2019-04-12 08:00:00;20,88;20,7;129;0,01;99,21;0;0;0,2;1;40;7822;6741;0;
2019-04-12 07:00:00;19,74;19,5;13;0,01;99,21;0;0;0;0;232;6633;6488;0;
2019-04-12 06:00:00;20,13;19,9;0;0,01;99,21;0;0;0;0;221;0;6440;0;
2019-04-12 05:00:00;20,18;20;0;0,01;99,17;0;0;0;0;221;0;6445;0;
2019-04-12 04:00:00;20,63;20,4;0;0,01;99;0;0;0,9;3,2;24;0;6457;0;
2019-04-12 03:00:00;20,89;20,7;0;0,01;99,08;0;0;1,6;3;40;0;6457;0;
2019-04-12 02:00:00;21;20,7;0;0,01;98,98;0;0;1,2;2,6;41;0;6465;0;
2019-04-12 01:00:00;21,24;20,9;0;0,04;98,23;0;0;0,4;2;28;0;6468;0;
2019-04-12 00:00:00;21,98;20,9;0;0,15;94,19;0;0;0,8;2,4;45;0;6474;1;3,2
2019-04-11 23:00:00;22,27;21;0;0,18;92,81;0;0;1,3;2,9;41;0;6479;1;
2019-04-11 22:00:00;22,63;21,1;0;0,23;91,37;0;0;1,3;2,5;42;0;6491;1;
2019-04-11 21:00:00;23,42;21;0;0,37;86,99;0;0;0,7;1,6;54;0;6488;2;
2019-04-11 20:00:00;24,28;20,7;0;0,57;80,84;0;0;0,8;1,6;85;0;6488;2;
2019-04-11 19:00:00;25,76;20,4;0;0,9;72,74;0;0;0;0,6;258;0;6491;4;
2019-04-11 18:00:00;27,48;19,7;88;1,35;62,89;0;0;0,8;3;260;8152;6741;5;
2019-04-11 17:00:00;28,11;20,2;340;1,41;62,66;0;0;1,2;3,8;273;9610;6756;5;
2019-04-11 16:00:00;27,73;19,7;375;1,4;62,2;0;0;1,7;3,4;293;9499;6750;5;
2019-04-11 15:00:00;28,02;20,7;646;1,32;64,86;0;0;2,1;4,8;301;9868;6759;5;
2019-04-11 14:00:00;27,79;20,7;772;1,27;65,74;0;0;1,5;3,6;301;9816;6761;5;
2019-04-11 13:00:00;26,46;21,3;749;0,9;73,63;0;0;0,9;3,4;9;9710;6753;4;
2019-04-11 12:00:00;24,74;21,2;662;0,57;81,41;0;0;0,9;3,6;26;9844;6764;2;
2019-04-11 11:00:00;23,25;21,2;324;0,32;88,55;0;0;0,9;2,5;39;9519;6753;1;
2019-04-11 10:00:00;21,99;21,4;182;0,08;96,9;0,2;0;0,4;1,3;71;8157;6747;0;
2019-04-11 09:00:00;21,3;21,1;90;0,01;99,23;0;0;0;0,8;138;6887;6679;0;
2019-04-11 08:00:00;21,19;21;30;0,01;99,23;0;0;0,2;1,1;258;6753;6568;0;
2019-04-11 07:00:00;21,08;20,9;0;0,01;99,23;0;0;0;1,3;307;2324;6442;0;
2019-04-11 06:00:00;21,12;20,9;0;0,01;99,22;0,4;0;0,3;1,7;56;0;6445;0;
2019-04-11 05:00:00;21,13;20,9;0;0,01;99,22;3,2;0;0,6;1,6;46;0;6442;0;
2019-04-11 04:00:00;21,17;20,9;0;0,01;99,18;5;0;0,8;2,1;331;0;6448;0;
2019-04-11 03:00:00;21,42;21;0;0,05;97,84;10,6;20;2,2;4,3;347;0;6457;0;
2019-04-11 02:00:00;21,92;21;0;0,13;94,82;2,2;20;2,7;6;353;0;6462;1;
2019-04-11 01:00:00;22,62;21,1;0;0,22;91,76;0;0;2,5;5,2;3;0;6471;1;
2019-04-11 00:00:00;23,63;22,2;0;0,22;92,17;0;0;1,3;3,2;23;0;6468;1;3,4
2019-04-10 23:00:00;24,01;22,4;0;0,25;91,23;0;0;1;2,2;38;0;6479;1;
2019-04-10 22:00:00;24,83;22,6;0;0,37;87,83;0;0;0,2;1;194;0;6479;2;
2019-04-10 21:00:00;25,26;22,6;0;0,45;85,54;0;0;0;1;204;0;6485;2;
2019-04-10 20:00:00;25,94;22,7;0;0,57;82,75;0;0;0,6;2;187;0;6491;2;
2019-04-10 19:00:00;26,98;22,6;0;0,79;77,59;0;0;0,6;1,7;186;0;6485;3;
2019-04-10 18:00:00;28,13;22,1;34;1,13;70,3;0;0;1;2,5;191;1064;6579;4;
2019-04-10 17:00:00;29,97;20,6;191;1,78;57,76;0;0;1,1;3;215;7438;6719;6;
2019-04-10 16:00:00;30,57;20,9;467;1,88;56,85;0;0;1,1;2,6;212;9269;6747;7;
2019-04-10 15:00:00;30,76;20,3;688;2,02;54,27;0;0;0,8;3;182;9509;6759;7;
2019-04-10 14:00:00;29,81;21,7;785;1,59;62,09;0;0;0,6;3,5;215;9557;6750;6;
2019-04-10 13:00:00;28,61;22,1;551;1,24;68,21;0;0;0,9;2,7;189;9614;6753;5;
2019-04-10 12:00:00;27,74;22,1;620;1,04;71,84;0;0;0,6;2,2;21;9600;6756;4;
2019-04-10 11:00:00;26,53;22;427;0,79;76,95;0;0;0,7;2,9;123;9423;6744;3;
2019-04-10 10:00:00;24,72;22,4;456;0,38;88,02;0;0;0,4;2,2;161;9437;6744;2;
2019-04-10 09:00:00;22,42;22,2;237;0,01;99,24;0;0;0,1;1,3;107;8287;6739;0;
2019-04-10 08:00:00;21,87;21,6;64;0,01;99,24;0;0;0,2;1,6;198;6834;6633;0;
2019-04-10 07:00:00;21,73;21,5;0;0,01;99,24;0;0;0,6;1,5;203;3561;6479;0;
2019-04-10 06:00:00;21,76;21,5;0;0,01;99,23;0;0;0,3;1,1;221;0;6459;0;
2019-04-10 05:00:00;21,94;21,7;0;0,02;99,23;0;0;0,1;0,9;218;0;6462;0;
2019-04-10 04:00:00;22,15;21,9;0;0,02;99,22;0;0;0;0,9;256;0;6465;0;
2019-04-10 03:00:00;22,32;22,1;0;0,02;99,21;0;0;0,3;1,2;258;0;6468;0;
2019-04-10 02:00:00;22,57;22,3;0;0,02;98,88;0;0;0,3;1,4;220;0;6468;0;
2019-04-10 01:00:00;22,9;22,4;0;0,05;97,69;0;0;0,2;1,4;241;0;6474;0;
2019-04-10 00:00:00;22,94;22,3;0;0,08;97;0;0;0,3;1,4;238;0;6479;0;3,2
2019-04-09 23:00:00;23,49;22,5;0;0,14;94,82;0;0;0;0,8;226;0;6477;1;
2019-04-09 22:00:00;23,95;22,6;0;0,21;92,65;0;0;0,2;1,3;213;0;6482;1;
2019-04-09 21:00:00;24,44;22,6;0;0,3;89,79;0;0;0;1;177;0;6479;1;
2019-04-09 20:00:00;24,93;22,5;0;0,4;87,02;0;0;0,5;1,3;187;0;6488;2;
2019-04-09 19:00:00;26,43;21,4;0;0,88;74,28;0;0;0,3;1,8;153;0;6488;3;
2019-04-09 18:00:00;28,31;20,2;93;1,46;61,9;0;0;0,3;1,4;261;8124;6744;5;
2019-04-09 17:00:00;28,82;20,3;265;1,55;60,57;0;0;1;2,5;251;9451;6750;6;
2019-04-09 16:00:00;29;20,8;515;1,52;61,81;0;0;1,2;3,5;255;9753;6753;6;
2019-04-09 15:00:00;28,34;21,4;460;1,29;66,26;0;0;1,2;3,1;279;9840;6753;5;
2019-04-09 14:00:00;28,26;21,5;575;1,25;67,16;0;0;0,9;4,2;250;9547;6747;5;
2019-04-09 13:00:00;28,04;21,2;627;1,25;66,85;0;0;0,5;3,2;246;9236;6741;5;
2019-04-09 12:00:00;26,49;21,7;698;0,84;75,63;0,2;0;0,6;2,8;231;9619;6741;;
2019-04-09 11:00:00;25,15;21,6;387;0,59;81,35;0;0;0,4;1,5;213;9054;6739;;
2019-04-09 10:00:00;23,83;22;331;0,29;90,04;0;0;0,1;1,3;301;9164;6744;;
2019-04-09 09:00:00;22,16;21,9;354;0,01;99,25;0;0;0,1;1,3;311;9140;6741;;
2019-04-09 08:00:00;21,49;21,3;51;0,01;99,24;0;0;0;0,6;10;6806;6619;;
2019-04-09 07:00:00;21,28;21,1;0;0,01;99,24;0;0;0;0,5;51;4237;6422;;
2019-04-09 06:00:00;21,42;21,2;0;0,01;99,24;0,6;0;0,2;1,5;116;0;6417;;
2019-04-09 05:00:00;21,49;21,3;0;0,01;99,23;5,8;0;0,2;1,1;201;0;6422;;
2019-04-09 04:00:00;21,54;21,3;0;0,01;99,23;6,6;0;0,8;2,1;217;0;6440;;
2019-04-09 03:00:00;21,69;21,5;0;0,01;99,22;7,2;0;0,6;1,8;230;0;6451;;
2019-04-09 02:00:00;21,95;21,7;0;0,02;99,22;5,8;0;0,8;3,4;126;0;6459;;
2019-04-09 01:00:00;22,05;21,8;0;0,02;99,21;0;0;0,7;1,9;72;0;6462;;
2019-04-09 00:00:00;22,19;22;0;0,02;99,21;0,4;0;0,5;1,4;114;0;6477;;2,4
2019-04-08 23:00:00;22,06;21,8;0;0,02;99,19;2,8;0;0,9;2,2;87;0;6482;;
2019-04-08 22:00:00;22,36;22;0;0,04;98,19;2,8;0;0,6;1,7;123;0;6482;;
2019-04-08 21:00:00;23,16;21,7;0;0,22;92,38;2,8;15;1,4;3,5;256;0;6491;;
2019-04-08 20:00:00;24,93;22,3;0;0,44;85,57;0;0;0,7;1,6;84;0;6488;;
2019-04-08 19:00:00;25,42;22,5;0;0,5;84,23;0;0;0,9;2,2;98;0;6494;;
2019-04-08 18:00:00;26,85;21,6;35;0,93;73,49;0;0;0,3;1,3;93;579;6542;;
2019-04-08 17:00:00;27,61;21;164;1,18;67,68;0;0;0,2;2,2;352;8009;6744;;
2019-04-08 16:00:00;28,09;20,9;436;1,3;65,53;0;0;0,5;2;2;9159;6753;;
2019-04-08 15:00:00;27,81;21,5;704;1,15;69,01;0;0;0,5;2,7;289;9586;6744;;
2019-04-08 14:00:00;25,94;21,6;537;0,74;77,61;0;0;0,6;2,8;189;9705;6750;;
2019-04-08 13:00:00;25,14;21,7;399;0,58;81,48;0;0;0,6;2,2;225;9356;6744;;
2019-04-08 12:00:00;24,02;21,7;311;0,37;87,26;12,4;10;0,3;1,7;79;9509;6747;;
2019-04-08 11:00:00;23,29;21,5;161;0,28;89,97;0;0;0,1;1,3;155;8593;6736;;
2019-04-08 10:00:00;22,86;21,7;176;0,17;93,79;0;0;0,4;1,3;180;7879;6739;;
2019-04-08 09:00:00;22,16;21,8;86;0,03;98,36;0;0;0,6;1,5;137;6887;6682;;
2019-04-08 08:00:00;21,84;21,6;28;0,02;99,18;0;0;0,2;1,4;265;6695;6534;;
2019-04-08 07:00:00;21,75;21,5;0;0,02;98,89;0;0;0;0,3;245;2669;6428;;
2019-04-08 06:00:00;21,77;21,4;0;0,04;98,05;0;0;0,2;1,1;216;0;6425;;
2019-04-08 05:00:00;21,89;21,3;0;0,06;97,24;0;0;0,6;2,2;211;0;6422;;
2019-04-08 04:00:00;21,89;21,4;0;0,05;97,71;0;0;1,2;3,2;203;0;6437;;
2019-04-08 03:00:00;22,04;21,7;0;0,04;98,23;0;0;0,9;2,3;221;0;6445;;
2019-04-08 02:00:00;22,25;21,9;0;0,03;98,6;0;0;0,8;2;208;0;6448;;
2019-04-08 01:00:00;22,36;22;0;0,04;98,15;0;0;0,8;1,9;203;0;6462;;
2019-04-08 00:00:00;22,48;21,9;0;0,06;97,32;0;0;1;2,1;215;0;6465;;3,7
2019-04-07 23:00:00;22,85;22,1;0;0,11;95,8;0;0;0,3;2,2;81;0;6474;;
2019-04-07 22:00:00;23,07;21,7;0;0,2;92,65;0;0;0,8;2,4;45;0;6471;;
2019-04-07 21:00:00;22,69;22;0;0,09;96,53;0;0;1,1;3;38;0;6485;;
2019-04-07 20:00:00;22,35;21,6;0;0,1;95,85;0;0;1,6;3,7;52;0;6477;;
2019-04-07 19:00:00;22,62;21,5;0;0,15;94,05;0;0;2,3;4,9;359;0;6474;;
2019-04-07 18:00:00;22,81;22;0;0,11;95,65;0;0;3,2;6,3;346;814;6485;;
2019-04-07 17:00:00;26,34;20,5;22;1,01;71,61;0;10;1,5;5,4;86;1950;6545;;
2019-04-07 16:00:00;30,68;20,3;331;2;54,37;0;0;0,9;3,2;339;8301;6741;;
2019-04-07 15:00:00;30,46;20,3;590;1,96;54,91;0;0;1,4;3,6;58;9624;6753;;
2019-04-07 14:00:00;30,4;20,3;648;1,93;55,31;0;0;1,4;3,7;85;9753;6753;;
2019-04-07 13:00:00;29,9;20,5;676;1,79;57,49;0;0;1;2,8;109;9686;6747;;
2019-04-07 12:00:00;29,07;21,3;708;1,46;63,43;0;0;0,9;3,1;120;9485;6747;;
2019-04-07 11:00:00;27,84;21,6;581;1,15;69,15;0;0;0,4;2,6;165;9495;6744;;
2019-04-07 10:00:00;26,06;21,3;593;0,81;75,75;0;0;0,3;1,6;348;9528;6741;;
2019-04-07 09:00:00;22,51;20,9;288;0,23;91,28;0;0;1,3;2,5;51;9490;6747;;
2019-04-07 08:00:00;21,32;20,3;80;0,12;94,79;0;0;0,6;1,4;39;6887;6679;;
2019-04-07 07:00:00;20,52;19,8;12;0,07;96,46;0;0;0,4;2;22;6681;6514;;
2019-04-07 06:00:00;20,39;19,7;0;0,08;96,36;0;0;1,2;2,8;30;0;6428;;
2019-04-07 05:00:00;20,5;19,7;0;0,09;95,83;0;0;0,9;2,2;32;0;6437;;
2019-04-07 04:00:00;20,76;19,8;0;0,12;94,8;0;0;0,7;2,1;14;0;6451;;
2019-04-07 03:00:00;21,11;19,9;0;0,15;93,43;0;0;1,6;3,4;41;0;6451;;
2019-04-07 02:00:00;21,21;20,1;0;0,14;94,13;0;0;1,9;3,6;36;0;6465;;
2019-04-07 01:00:00;21,11;20,2;0;0,12;94,91;0;0;1,8;3,6;40;0;6465;;
2019-04-07 00:00:00;21,72;20,5;0;0,17;93,09;0;0;2;3,6;47;0;6479;;3,1
2019-04-06 23:00:00;22,72;20,9;0;0,28;89,73;0;0;0,8;2,1;53;0;6479;;
2019-04-06 22:00:00;23,08;21;0;0,31;88,74;0;0;0,3;1,8;64;0;6485;;
2019-04-06 21:00:00;23,97;21;0;0,47;83,93;0;0;0,2;1,8;334;0;6491;;
2019-04-06 20:00:00;24,82;21,1;0;0,62;80,03;0;0;1,1;2,3;335;0;6491;;
2019-04-06 19:00:00;26,01;21,1;0;0,84;74,68;0;0;1;2,7;338;0;6499;;
2019-04-06 18:00:00;27,02;20,8;65;1,1;69;0;0;1,3;3;18;7539;6730;;
2019-04-06 17:00:00;27,47;20,1;188;1,28;64,77;0;0;2;4,6;14;8900;6744;;
2019-04-06 16:00:00;27,41;19,9;402;1,31;63,98;0;0;1,6;3,4;15;9375;6747;;
2019-04-06 15:00:00;26,88;19,8;431;1,21;65,48;0;0;2,3;7;26;9509;6747;;
2019-04-06 14:00:00;26,77;20,3;688;1,12;67,98;0;0;3,9;8;40;9864;6761;;
2019-04-06 13:00:00;26,23;21,9;730;0,75;77,84;0;0;4,4;9,1;27;9878;6753;;
2019-04-06 12:00:00;24,09;22,4;506;0,27;90,91;0;30;3,2;5,9;32;9902;6759;;
2019-04-06 11:00:00;24,24;22;372;0,36;87,91;0;0;3,9;9,6;35;8929;6747;;
2019-04-06 10:00:00;23,4;22,2;305;0,18;93,33;0;0;3,5;7;8;9365;6744;;
2019-04-06 09:00:00;22,95;21,8;83;0,16;93,9;0;0;2,3;4,9;12;6863;6665;;
2019-04-06 08:00:00;22,61;21,8;74;0,11;95,78;0;0;0,1;1,1;286;6815;6628;;
2019-04-06 07:00:00;22,41;21,6;3;0,11;95,58;0;0;0,5;1,9;155;5003;6465;;
2019-04-06 06:00:00;21,96;21,4;0;0,07;96,98;0;0;1,2;3,8;49;0;6448;;
2019-04-06 05:00:00;22,16;21,4;0;0,11;95,67;0;0;0,2;0,9;229;0;6457;;
2019-04-06 04:00:00;22,36;21,5;0;0,12;95,14;0;0;0,9;2,1;259;0;6454;;
2019-04-06 03:00:00;22,46;21,7;0;0,11;95,68;0;0;0,1;1,2;251;0;6468;;
2019-04-06 02:00:00;22,57;21,8;0;0,11;95,58;0;0;0,4;2;258;0;6471;;
2019-04-06 01:00:00;23,22;22;0;0,18;93,21;0;0;0,6;1,5;59;0;6471;;
2019-04-06 00:00:00;23,45;21,7;0;0,26;90,65;0;0;0,5;1,4;57;0;6474;;4,5
2019-04-05 23:00:00;23,98;21,9;0;0,32;88,89;0;0;0,3;1,6;26;0;6485;;
2019-04-05 22:00:00;24,83;21,7;0;0,52;83,13;0;0;0,3;1,2;19;0;6482;;
2019-04-05 21:00:00;25,4;21,9;0;0,59;81,6;0;0;0,8;1,8;28;0;6491;;
2019-04-05 20:00:00;26,17;22,3;0;0,68;79,69;0;0;0,6;1,5;24;0;6482;;
2019-04-05 19:00:00;27,27;22,1;0;0,93;74,06;0;0;0,8;3;20;0;6482;;
2019-04-05 18:00:00;29,23;20,9;101;1,56;61,53;0;0;1,7;3,6;19;7477;6733;;
2019-04-05 17:00:00;30,37;20,6;345;1,88;56,37;0;0;2,4;5,4;351;9600;6741;;
2019-04-05 16:00:00;30,59;20,5;571;1,95;55,34;0;0;2,5;6,9;357;9782;6753;;
2019-04-05 15:00:00;30,38;21,2;840;1,79;58,47;0;0;2,9;6;349;9849;6756;;
2019-04-05 14:00:00;30,26;21,6;843;1,7;60,18;0;0;3;6;342;9864;6756;;
2019-04-05 13:00:00;29,53;21,2;926;1,58;61,48;0;0;3,4;9,1;344;10017;6753;;
2019-04-05 12:00:00;28,61;20,6;677;1,47;62,21;0;0;2,9;5,8;2;9801;6747;;
2019-04-05 11:00:00;27,48;20,8;658;1,19;67,45;0;0;2,1;5,2;29;9610;6747;;
2019-04-05 10:00:00;25,6;21,1;405;0,76;76,6;0;0;1,4;3,9;16;9403;6750;;
2019-04-05 09:00:00;23,34;20,5;235;0,44;84,46;0;0;1,3;3,9;23;7525;6727;;
2019-04-05 08:00:00;21,78;19,9;54;0,26;89,66;0;0;2,8;6,4;34;6830;6642;;
2019-04-05 07:00:00;21,75;20,2;6;0,22;91,33;0;0;2,6;6,2;29;5559;6451;;
2019-04-05 06:00:00;21,22;20,4;0;0,1;95,51;0;0;2,7;6,9;32;0;6414;;
2019-04-05 05:00:00;21,13;20,3;0;0,09;95,86;0;0;2,4;5,2;47;0;6422;;
2019-04-05 04:00:00;21,34;20,5;0;0,11;95,27;0;0;1,7;5;38;0;6425;;
2019-04-05 03:00:00;21,52;20,5;0;0,14;94,26;0;0;1,6;4,3;70;0;6425;;
2019-04-05 02:00:00;21,92;21;0;0,13;94,82;0;0;1,9;4,9;56;0;6445;;
2019-04-05 01:00:00;22,31;21,4;0;0,12;95,16;0;0;2,8;5,9;52;0;6451;;
2019-04-05 00:00:00;23,58;22,1;0;0,22;92,17;0;0;1,7;6,6;64;0;6459;;3,7
2019-04-04 23:00:00;24,11;22,3;0;0,29;90,04;0;0;0,6;2,4;50;0;6465;;
2019-04-04 22:00:00;24,65;22,3;0;0,38;87,32;0;0;0,8;2,2;20;0;6468;;
2019-04-04 21:00:00;24,07;22,5;0;0,25;91,3;0;50;1;2,8;27;0;6471;;
2019-04-04 20:00:00;24,12;22,2;0;0,3;89,75;0;35;0,8;2,3;89;0;6471;;
2019-04-04 19:00:00;24,52;22,3;0;0,36;87,89;0;60;0,3;2,1;185;0;6477;;
2019-04-04 18:00:00;24,54;21,8;16;0,44;85,37;0;45;0,9;3,3;30;1409;6531;;
2019-04-04 17:00:00;24,92;20,9;41;0,68;79,41;0;25;2,4;7,4;75;6681;6599;;
2019-04-04 16:00:00;30,27;21,4;371;1,75;59,23;0;0;2;4,6;245;8502;6741;;
2019-04-04 15:00:00;30,21;21,6;492;1,68;60,64;0;0;2,5;6,9;253;9312;6747;;
